ncbi_gene_id	gene_symbol	association_type	disease_id	source
NCBIGene:3617	IMPG1	MENDELIAN	OMIM:153870	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1629	DBT	MENDELIAN	OMIM:248600	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:593	BCKDHA	MENDELIAN	OMIM:248600	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:594	BCKDHB	MENDELIAN	OMIM:248600	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:54499	TMCO1	MENDELIAN	OMIM:213980	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3845	KRAS	MENDELIAN	OMIM:163200	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3265	HRAS	MENDELIAN	OMIM:163200	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4893	NRAS	MENDELIAN	OMIM:163200	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4438	MSH4	MENDELIAN	OMIM:108420	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2200	FBN1	MENDELIAN	OMIM:608328	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:368	ABCC6	MENDELIAN	OMIM:177850	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:8565	YARS1	MENDELIAN	OMIM:608323	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4205	MEF2A	POLYGENIC	OMIM:608320	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4846	NOS3	POLYGENIC	OMIM:189800	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:286676	ILDR1	MENDELIAN	OMIM:609646	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2811	GP1BA	MENDELIAN	OMIM:177820	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:440193	CCDC88C	MENDELIAN	OMIM:236600	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:51322	WAC	MENDELIAN	OMIM:616708	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:9455	HOMER2	MENDELIAN	OMIM:616707	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4233	MET	MENDELIAN	OMIM:616705	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4851	NOTCH1	MENDELIAN	OMIM:109730	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7546	ZIC2	MENDELIAN	OMIM:609637	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1832	DSP	MENDELIAN	OMIM:609638	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:51142	CHCHD2	MENDELIAN	OMIM:616710	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:9445	ITM2B	MENDELIAN	OMIM:176500	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:57410	SCYL1	MENDELIAN	OMIM:616719	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:6323	SCN1A	MENDELIAN	OMIM:609634	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:5830	PEX5	MENDELIAN	OMIM:616716	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4976	OPA1	MENDELIAN	OMIM:210000	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10159	ATP6AP2	MENDELIAN	OMIM:301045	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:9663	LPIN2	MENDELIAN	OMIM:609628	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:55906	ZC4H2	MENDELIAN	OMIM:301041	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10735	STAG2	MENDELIAN	OMIM:301043	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:8243	SMC1A	MENDELIAN	OMIM:301044	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:406987	MIR204	MENDELIAN	OMIM:616722	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:64116	SLC39A8	MENDELIAN	OMIM:616721	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1305	COL13A1	MENDELIAN	OMIM:616720	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2622	GAS8	MENDELIAN	OMIM:616726	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4040	LRP6	MENDELIAN	OMIM:616724	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:89970	RSPRY1	MENDELIAN	OMIM:616723	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3759	KCNJ2	MENDELIAN	OMIM:609622	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:23028	KDM1A	MENDELIAN	OMIM:616728	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3757	KCNH2	MENDELIAN	OMIM:609620	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3784	KCNQ1	MENDELIAN	OMIM:609621	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:546	ATRX	MENDELIAN	OMIM:301040	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:9780	PIEZO1	MENDELIAN	OMIM:194380	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:55593	OTUD5	MENDELIAN	OMIM:301056	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2258	FGF13	MENDELIAN	OMIM:301058	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:286464	CFAP47	MENDELIAN	OMIM:301059	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2158	F9	POLYGENIC	OMIM:301052	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7317	UBA1	MENDELIAN	OMIM:301054	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10229	COQ7	MENDELIAN	OMIM:616733	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:11151	CORO1A	MENDELIAN	OMIM:615401	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:84816	RTN4IP1	MENDELIAN	OMIM:616732	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10058	ABCB6	MENDELIAN	OMIM:615402	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:57122	NUP107	MENDELIAN	OMIM:616730	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:6900	CNTN2	MENDELIAN	OMIM:615400	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:998	CDC42	MENDELIAN	OMIM:616737	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:26011	TENM4	MENDELIAN	OMIM:616736	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10982	MAPRE2	MENDELIAN	OMIM:616734	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7012	TERC	MENDELIAN	OMIM:127550	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7015	TERT	MENDELIAN	OMIM:127550	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:26277	TINF2	MENDELIAN	OMIM:127550	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3176	HNMT	MENDELIAN	OMIM:616739	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1287	COL4A5	MENDELIAN	OMIM:301050	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2122	MECOM	MENDELIAN	OMIM:616738	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:51284	TLR7	MENDELIAN	OMIM:301051	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:6314	ATXN7	MENDELIAN	OMIM:164500	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2729	GCLC	MENDELIAN	OMIM:230450	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:84679	SLC9A7	MENDELIAN	OMIM:301024	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:90161	HS6ST2	MENDELIAN	OMIM:301025	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2239	GPC4	MENDELIAN	OMIM:301026	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4810	NHS	MENDELIAN	OMIM:302350	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4694	NDUFA1	MENDELIAN	OMIM:301020	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:54539	NDUFB11	MENDELIAN	OMIM:301021	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10735	STAG2	MENDELIAN	OMIM:301022	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:889	KRIT1	MENDELIAN	OMIM:116860	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7037	TFRC	MENDELIAN	OMIM:616740	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:54885	TBC1D8B	MENDELIAN	OMIM:301028	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:63035	BCORL1	MENDELIAN	OMIM:301029	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7128	TNFAIP3	MENDELIAN	OMIM:616744	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7283	TUBG1	MENDELIAN	OMIM:615412	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:340719	NANOS1	MENDELIAN	OMIM:615413	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3796	KIF2A	MENDELIAN	OMIM:615411	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1911	PHC1	MENDELIAN	OMIM:615414	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:284086	NEK8	MENDELIAN	OMIM:615415	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:291	SLC25A4	MENDELIAN	OMIM:615418	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:118856	MMP21	MENDELIAN	OMIM:616749	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:259232	NALCN	MENDELIAN	OMIM:615419	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3759	KCNJ2	MENDELIAN	OMIM:170390	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:176	ACAN	MENDELIAN	OMIM:165800	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:8471	IRS4	MENDELIAN	OMIM:301035	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:5422	POLA1	MENDELIAN	OMIM:301030	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:84061	MAGT1	MENDELIAN	OMIM:301031	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10943	MSL3	MENDELIAN	OMIM:301032	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:6907	TBL1X	MENDELIAN	OMIM:301033	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:201973	PRIMPOL	MENDELIAN	OMIM:615420	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:79576	NKAP	MENDELIAN	OMIM:301039	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2523	FUT1	MENDELIAN	OMIM:616754	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2524	FUT2	MENDELIAN	OMIM:616754	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3178	HNRNPA1	MENDELIAN	OMIM:615424	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3181	HNRNPA2B1	MENDELIAN	OMIM:615422	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:667	DST	MENDELIAN	OMIM:615425	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:57531	HACE1	MENDELIAN	OMIM:616756	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3178	HNRNPA1	MENDELIAN	OMIM:615426	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:84173	ELMOD3	MENDELIAN	OMIM:615429	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10568	SLC34A2	MENDELIAN	OMIM:265100	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1589	CYP21A2	MENDELIAN	OMIM:201910	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7454	WAS	MENDELIAN	OMIM:301000	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4043	LRPAP1	MENDELIAN	OMIM:615431	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:8270	LAGE3	MENDELIAN	OMIM:301006	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:147183	KRT25	MENDELIAN	OMIM:616760	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:22866	CNKSR2	MENDELIAN	OMIM:301008	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:23568	ARL2BP	MENDELIAN	OMIM:615434	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1859	DYRK1A	MENDELIAN	OMIM:614104	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:79853	TM4SF20	POLYGENIC	OMIM:615432	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3717	JAK2	MENDELIAN	OMIM:254450	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10019	SH2B3	MENDELIAN	OMIM:254450	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4352	MPL	MENDELIAN	OMIM:254450	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:811	CALR	MENDELIAN	OMIM:254450	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:64857	PLEKHG2	MENDELIAN	OMIM:616763	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3514	IGKC	MENDELIAN	OMIM:614102	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:51520	LARS1	MENDELIAN	OMIM:615438	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3426	CFI	POLYGENIC	OMIM:615439	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:5592	PRKG1	MENDELIAN	OMIM:615436	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4329	ALDH6A1	MENDELIAN	OMIM:614105	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:23328	SASH1	MENDELIAN	OMIM:127500	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:80781	COL18A1	MENDELIAN	OMIM:267750	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:63932	STEEP1	MENDELIAN	OMIM:301013	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:5324	PLAG1	MENDELIAN	OMIM:181030	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:51360	MBTPS2	MENDELIAN	OMIM:301014	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:286410	ATP11C	MENDELIAN	OMIM:301015	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:407	ARR3	MENDELIAN	OMIM:301010	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10345	TRDN	MENDELIAN	OMIM:615441	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:5162	PDHB	MENDELIAN	OMIM:614111	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:114928	GPRASP2	MENDELIAN	OMIM:301018	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:60528	ELAC2	MENDELIAN	OMIM:615440	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10293	TRAIP	MENDELIAN	OMIM:616777	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:9702	CEP57	MENDELIAN	OMIM:614114	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10319	LAMC3	MENDELIAN	OMIM:614115	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:51364	ZMYND10	MENDELIAN	OMIM:615444	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2259	FGF14	MENDELIAN	OMIM:193003	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:5654	HTRA1	MENDELIAN	OMIM:616779	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1786	DNMT1	MENDELIAN	OMIM:614116	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:9321	TRIP11	MENDELIAN	OMIM:200600	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3123	HLA-DRB1	POLYGENIC	OMIM:181000	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:347688	TUBB8	MENDELIAN	OMIM:616780	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:23247	KATNIP	MENDELIAN	OMIM:616784	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1537	CYC1	MENDELIAN	OMIM:615453	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1118	CHIT1	MENDELIAN	OMIM:614122	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:9731	CEP104	MENDELIAN	OMIM:616781	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:55130	ODAD2	MENDELIAN	OMIM:615451	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:374654	KIF7	MENDELIAN	OMIM:614120	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1748	DLX4	MENDELIAN	OMIM:616788	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:112609	MRAP2	POLYGENIC	OMIM:615457	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:24	ABCA4	POLYGENIC	OMIM:153800	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:8192	CLPP	MENDELIAN	OMIM:614129	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:170692	ADAMTS18	MENDELIAN	OMIM:615458	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:23389	MED13L	MENDELIAN	OMIM:616789	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3945	LDHB	MENDELIAN	OMIM:614128	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1280	COL2A1	MENDELIAN	OMIM:200610	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:8913	CACNA1G	MENDELIAN	OMIM:616795	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:115286	SLC25A26	MENDELIAN	OMIM:616794	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4643	MYO1E	MENDELIAN	OMIM:614131	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:10892	MALT1	MENDELIAN	OMIM:615468	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2260	FGFR1	MENDELIAN	OMIM:615465	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1297	COL9A1	MENDELIAN	OMIM:614134	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:1297	COL9A1	MENDELIAN	OMIM:614135	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2778	GNAS	MENDELIAN	OMIM:103580	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3123	HLA-DRB1	POLYGENIC	OMIM:126200	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:5133	PDCD1	POLYGENIC	OMIM:126200	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3119	HLA-DQB1	POLYGENIC	OMIM:126200	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4512	MT-CO1	MENDELIAN	OMIM:500008	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4574	MT-TS1	MENDELIAN	OMIM:500008	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4549	MT-RNR1	MENDELIAN	OMIM:500008	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:23141	ANKLE2	MENDELIAN	OMIM:616681	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:4099	MAG	MENDELIAN	OMIM:616680	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:29925	GMPPB	MENDELIAN	OMIM:615350	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:57468	SLC12A5	POLYGENIC	OMIM:616685	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:6331	SCN5A	MENDELIAN	OMIM:614022	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:6834	SURF1	MENDELIAN	OMIM:616684	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:5723	PSPH	MENDELIAN	OMIM:614023	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:55823	VPS11	MENDELIAN	OMIM:616683	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:29925	GMPPB	MENDELIAN	OMIM:615351	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:9524	TECR	MENDELIAN	OMIM:614020	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:2132	EXT2	MENDELIAN	OMIM:616682	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:29925	GMPPB	MENDELIAN	OMIM:615352	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:253017	TECRL	MENDELIAN	OMIM:614021	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:3783	KCNN4	MENDELIAN	OMIM:616689	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:22880	MORC2	MENDELIAN	OMIM:616688	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:23418	CRB1	MENDELIAN	OMIM:172870	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:7415	VCP	MENDELIAN	OMIM:616687	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:6016	RIT1	MENDELIAN	OMIM:615355	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
NCBIGene:8858	PROZ	MENDELIAN	OMIM:614024	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen
