glycan_ID,order,residue,residue_ID,name,anomer,absolute,ring,parent_ID,site,pubChem
G06301TU,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G06301TU,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G06301TU,7,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G06301TU,8,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G06301TU,9,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06301TU,10,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G06400QJ,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G06400QJ,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G06400QJ,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G06400QJ,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G06400QJ,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G06400QJ,6,N-glycan_b-D-Galp_44,N44,Gal,b,D,p,N2,3,Gal
G06400QJ,7,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06400QJ,8,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G06400QJ,9,N-glycan_b-D-Galp_86,N86,Gal,b,D,p,N5,3,Gal
G06400QJ,10,N-glycan_a-D-Neup5Ac_101,N101,Neu5Ac,a,D,p,N86,3,Neu5Ac
G06400QJ,11,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G06550JR,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G06550JR,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G06550JR,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G06550JR,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G06550JR,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G06550JR,6,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06550JR,7,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G06550JR,8,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G06635WE,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G06635WE,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G06635WE,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G06635WE,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G06635WE,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G06635WE,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G06635WE,7,N-glycan_a-D-Neup5Ac_17,N17,Neu5Ac,a,D,p,N3,3,Neu5Ac
G06635WE,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06635WE,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G06635WE,10,N-glycan_b-D-GalpNAc_30,N30,GalNAc,b,D,p,N5,4,GalNAc
G06635WE,11,N-glycan_a-D-Neup5Ac_70,N70,Neu5Ac,a,D,p,N30,6,Neu5Ac
G06635WE,12,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G06635WE,13,N-glycan_b-D-Galp_10,N10,Gal,b,D,p,N9,4,Gal
G06635WE,14,N-glycan_a-D-Neup5Ac_38,N38,Neu5Ac,a,D,p,N10,3,Neu5Ac
G06635WE,15,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G06721LM,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G06721LM,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G06721LM,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G06721LM,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G06721LM,5,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06721LM,6,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G06721LM,7,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G06772YH,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G06772YH,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G06772YH,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G06772YH,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G06772YH,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G06772YH,6,N-glycan_b-D-GlcNAcp_E87,NE87,GlcNAc,b,D,p,N1,6,GlcNAc
G06772YH,7,N-glycan_b-D-GlcpNAc_11,N11,GlcNAc,b,D,p,NC,4,GlcNAc
G06772YH,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06772YH,9,N-glycan_a-D-Manp_19,N19,Man,a,D,p,N4,3,Man
G06772YH,10,N-glycan_a-D-Manp_20,N20,Man,a,D,p,N4,6,Man
G06804FL,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G06804FL,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G06804FL,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G06804FL,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G06804FL,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G06804FL,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G06804FL,7,N-glycan_b-D-GlcNAcp_E87,NE87,GlcNAc,b,D,p,N1,6,GlcNAc
G06804FL,8,N-glycan_b-D-Galp_E93,NE93,Gal,b,D,p,NE87,4,Gal
G06804FL,9,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06804FL,10,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G06804FL,11,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G06820QR,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G06820QR,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G06820QR,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G06820QR,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G06820QR,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G06820QR,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G06820QR,7,N-glycan_a-D-Neup5Ac_12,N12,Neu5Ac,a,D,p,N3,6,Neu5Ac
G06820QR,8,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G06820QR,9,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G06820QR,10,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06820QR,11,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G06820QR,12,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G06820QR,13,N-glycan_a-D-Neup5Gc_49,N49,Neu5Gc,a,D,p,N6,6,Neu5Gc
G06820QR,14,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G06820QR,15,N-glycan_b-D-Galp_10,N10,Gal,b,D,p,N9,4,Gal
G06969ZX,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G06969ZX,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G06969ZX,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G06969ZX,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G06969ZX,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G06969ZX,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G06969ZX,7,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G06969ZX,8,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G06969ZX,9,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G06969ZX,10,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07014AW,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G07014AW,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07014AW,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07014AW,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07014AW,5,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07014AW,6,N-glycan_a-D-Manp_19,N19,Man,a,D,p,N4,3,Man
G07014AW,7,N-glycan_a-D-Manp_24,N24,Man,a,D,p,N19,2,Man
G07014AW,8,N-glycan_a-D-Manp_20,N20,Man,a,D,p,N4,6,Man
G07014AW,9,N-glycan_a-D-Manp_23,N23,Man,a,D,p,N20,2,Man
G07147QM,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G07147QM,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07147QM,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07147QM,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07147QM,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07147QM,6,N-glycan_b-D-Galp_44,N44,Gal,b,D,p,N2,3,Gal
G07147QM,7,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07147QM,8,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07147QM,9,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07162IJ,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07162IJ,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07162IJ,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07162IJ,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07162IJ,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07162IJ,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G07162IJ,7,N-glycan_b-D-GlcpNAc_62,N62,GlcNAc,b,D,p,N3,3,GlcNAc
G07162IJ,8,N-glycan_b-D-Galp_63,N63,Gal,b,D,p,N62,4,Gal
G07162IJ,9,N-glycan_a-D-Neup5Ac_100,N100,Neu5Ac,a,D,p,N63,6,Neu5Ac
G07162IJ,10,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07162IJ,11,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07162IJ,12,N-glycan_a-L-Fucp_42,N42,Fuc,a,L,p,N5,3,Fuc
G07162IJ,13,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07162IJ,14,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07228BR,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07228BR,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07228BR,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07228BR,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07228BR,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07228BR,6,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G07228BR,7,N-glycan_b-D-GlcpNAc_11,N11,GlcNAc,b,D,p,NC,4,GlcNAc
G07228BR,8,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07228BR,9,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07228BR,10,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07262RR,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07262RR,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07262RR,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07262RR,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07262RR,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07262RR,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G07262RR,7,N-glycan_a-L-Fucp_53,N53,Fuc,a,L,p,N3,2,Fuc
G07262RR,8,N-glycan_a-D-GalpNAc_97,N97,GalNAc,a,D,p,N3,3,GalNAc
G07262RR,9,N-glycan_b-D-GlcpNAc_11,N11,GlcNAc,b,D,p,NC,4,GlcNAc
G07262RR,10,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07262RR,11,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07262RR,12,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07301IS,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07301IS,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07301IS,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07301IS,4,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07301IS,5,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G07301IS,6,N-glycan_b-D-Galp_10,N10,Gal,b,D,p,N9,4,Gal
G07301IS,7,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07352BK,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G07352BK,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07352BK,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07352BK,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07352BK,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07352BK,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G07352BK,7,N-glycan_b-D-GlcpNAc_62,N62,GlcNAc,b,D,p,N3,3,GlcNAc
G07352BK,8,N-glycan_b-D-Galp_63,N63,Gal,b,D,p,N62,4,Gal
G07352BK,9,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G07352BK,10,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G07352BK,11,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07352BK,12,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07352BK,13,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07352BK,14,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G07352BK,15,N-glycan_b-D-Galp_10,N10,Gal,b,D,p,N9,4,Gal
G07376BS,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G07376BS,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07376BS,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07376BS,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07376BS,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07376BS,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G07376BS,7,N-glycan_a-D-Neup5Ac_12,N12,Neu5Ac,a,D,p,N3,6,Neu5Ac
G07376BS,8,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G07376BS,9,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G07376BS,10,N-glycan_a-D-Neup5Ac_34,N34,Neu5Ac,a,D,p,N8,3,Neu5Ac
G07376BS,11,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07376BS,12,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07376BS,13,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07392QY,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07392QY,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07392QY,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07392QY,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07392QY,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07392QY,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G07392QY,7,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07392QY,8,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07392QY,9,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07392QY,10,N-glycan_a-D-Neup5Ac_13,N13,Neu5Ac,a,D,p,N6,6,Neu5Ac
G07392QY,11,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07410AW,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07410AW,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07410AW,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07410AW,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07410AW,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07410AW,6,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G07410AW,7,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G07410AW,8,N-glycan_b-D-Galp_28,N28,Gal,b,D,p,N7,3,Gal
G07410AW,9,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07410AW,10,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07410AW,11,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07410AW,12,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G07410AW,13,N-glycan_b-D-Galp_10,N10,Gal,b,D,p,N9,4,Gal
G07410AW,14,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07483YN,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07483YN,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07483YN,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07483YN,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07483YN,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07483YN,6,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07483YN,7,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07505DF,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,a,D,p,no_id,0,GlcNAc
G07505DF,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07505DF,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07505DF,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07505DF,5,N-glycan_a-D-Manp_21,N21,Man,a,D,p,N1,2,Man
G07505DF,6,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07505DF,7,N-glycan_a-D-Manp_19,N19,Man,a,D,p,N4,3,Man
G07505DF,8,N-glycan_a-D-Manp_20,N20,Man,a,D,p,N4,6,Man
G07505DF,9,N-glycan_a-D-Manp_23,N23,Man,a,D,p,N20,2,Man
G07528DS,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcolNAc,o,D,o,no_id,0,GlcNAcol
G07528DS,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07528DS,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07528DS,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07528DS,5,N-glycan_b-D-GlcpNAc_2,N2,GlcNAc,b,D,p,N1,2,GlcNAc
G07528DS,6,N-glycan_a-L-Fucp_41,N41,Fuc,a,L,p,N2,3,Fuc
G07528DS,7,N-glycan_b-D-Galp_3,N3,Gal,b,D,p,N2,4,Gal
G07528DS,8,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G07528DS,9,N-glycan_a-L-Fucp_18,N18,Fuc,a,L,p,N7,3,Fuc
G07528DS,10,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G07528DS,11,N-glycan_b-D-GlcpNAc_75,N75,GlcNAc,b,D,p,N8,3,GlcNAc
G07528DS,12,N-glycan_a-L-Fucp_E20,NE20,Fuc,a,L,p,N75,3,Fuc
G07528DS,13,N-glycan_b-D-Galp_80,N80,Gal,b,D,p,N75,4,Gal
G07528DS,14,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07528DS,15,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07528DS,16,N-glycan_a-L-Fucp_42,N42,Fuc,a,L,p,N5,3,Fuc
G07528DS,17,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07528DS,18,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07568IR,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07568IR,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07568IR,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07568IR,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07568IR,5,N-glycan_b-D-GlcpNAc_7,N7,GlcNAc,b,D,p,N1,4,GlcNAc
G07568IR,6,N-glycan_b-D-Galp_8,N8,Gal,b,D,p,N7,4,Gal
G07568IR,7,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07568IR,8,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07568IR,9,N-glycan_b-D-Galp_6,N6,Gal,b,D,p,N5,4,Gal
G07568IR,10,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G07568IR,11,N-glycan_b-D-Galp_10,N10,Gal,b,D,p,N9,4,Gal
G07568IR,12,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07617FP,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07617FP,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07617FP,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07617FP,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07617FP,5,N-glycan_a-D-Manp_21,N21,Man,a,D,p,N1,2,Man
G07617FP,6,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07617FP,7,N-glycan_a-D-Manp_19,N19,Man,a,D,p,N4,3,Man
G07674LF,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07674LF,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07674LF,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07674LF,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07674LF,5,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07674LF,6,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
G07674LF,7,N-glycan_b-D-GlcpNAc_9,N9,GlcNAc,b,D,p,N4,6,GlcNAc
G07674LF,8,N-glycan_a-L-Fucp_15,N15,Fuc,a,L,p,NA,6,Fuc
G07695ZT,1,N-glycan_core_b-D-GlcpNAc_A,NA,GlcNAc,b,D,p,no_id,0,GlcNAc
G07695ZT,2,N-glycan_core_b-D-GlcpNAc_B,NB,GlcNAc,b,D,p,NA,4,GlcNAc
G07695ZT,3,N-glycan_core_b-D-Manp,NC,Man,b,D,p,NB,4,Man
G07695ZT,4,N-glycan_a-D-Manp_1,N1,Man,a,D,p,NC,3,Man
G07695ZT,5,N-glycan_a-D-Manp_4,N4,Man,a,D,p,NC,6,Man
G07695ZT,6,N-glycan_b-D-GlcpNAc_5,N5,GlcNAc,b,D,p,N4,2,GlcNAc
